StockCode,Description,Avg_Price,Min_Price,Max_Price,Total_Quantity,Total_Revenue,Transaction_Count,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Market_Avg_Price,Price_vs_Market_Pct,Pricing_Flag
84949,SILVER HANGING T-LIGHT HOLDER,1.795872340425532,1.45,3.43,7223,11523.119999999999,455,1.53,1.79,2.0,1.77,1.5, Competitive — Monitor
20719,WOODLAND CHARLOTTE BAG,1.0863473818646232,0.0,2.51,11615,11508.15,773,0.99,1.07,1.22,1.09,-0.3, Competitive — Monitor
85042,ANTIQUE LILY FAIRY LIGHTS,4.864083333333333,0.0,11.26,2365,11496.960000000001,354,4.46,4.94,5.16,4.85,0.3, Competitive — Monitor
21790,VINTAGE SNAP CARDS,0.9998850574712642,0.72,1.95,13296,11489.22,1010,0.85,1.08,1.09,1.01,-1.0, Competitive — Monitor
22198,"POPCORN HOLDER , LARGE",2.0120763358778624,1.45,3.95,6609,11452.17,645,1.81,2.1,2.21,2.04,-1.4, Competitive — Monitor
22366,DOORMAT AIRMAIL ,8.503397260273973,0.0,14.43,1770,11394.84,363,7.42,8.36,10.13,8.64,-1.6, Competitive — Monitor
82583,HOT BATHS METAL SIGN,2.565626016260163,0.0,4.3,5123,11379.12,599,2.35,2.7,2.8,2.62,-2.1, Competitive — Monitor
21156,RED SPOTTY CHILDS APRON,2.1576058631921824,1.2,4.3,6194,11343.61,603,1.87,2.04,2.41,2.11,2.3, Competitive — Monitor
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.24278210116731516,0.0,0.43,54698,11310.289999999999,509,0.22,0.22,0.28,0.24,1.2, Competitive — Monitor
85150,LADIES & GENTLEMEN METAL SIGN,2.9395007342143904,0.0,5.17,4069,11227.05,672,2.61,2.8,3.16,2.86,2.8, Competitive — Monitor
22501,mailout,12.249862637362638,0.0,21.23,1132,11192.48,360,11.56,11.94,13.76,12.42,-1.4, Competitive — Monitor
22505,MEMO BOARD COTTAGE DESIGN,5.366802575107296,3.86,12.95,2351,11184.16,458,4.64,5.38,6.23,5.42,-1.0, Competitive — Monitor
22296,HEART IVORY TRELLIS LARGE,1.7763101604278075,0.0,3.95,6791,11171.189999999999,536,1.57,1.81,2.1,1.83,-2.9, Competitive — Monitor
71053,WHITE METAL LANTERN,4.238344370860927,3.39,8.65,3014,11168.04,438,3.65,4.52,4.85,4.34,-2.3, Competitive — Monitor
20718,RED SPOTTY SHOPPER BAG,1.5473780487804878,1.06,3.36,8690,11098.21,653,1.46,1.55,1.78,1.6,-3.3, Competitive — Monitor
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1.20103186646434,0.0,2.17,11516,10996.42,646,1.13,1.2,1.28,1.2,0.1, Competitive — Monitor
21936,RED/WHITE SPOT PICNIC BAG,3.549836065573771,2.55,6.04,3759,10941.85,537,3.11,3.29,4.23,3.54,0.3, Competitive — Monitor
84992,72 SWEETHEART FAIRY CAKE CASES,0.6862147505422994,0.4,2.13,21798,10916.64,874,0.63,0.64,0.73,0.67,2.4, Competitive — Monitor
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,2.9743342776203963,0.0,5.17,4386,10884.789999999999,683,2.77,3.0,3.47,3.08,-3.4, Competitive — Monitor
21218,RED SPOTTY BISCUIT TIN,4.784084249084249,3.25,8.65,2839,10862.32,538,4.33,4.74,5.21,4.76,0.5, Competitive — Monitor
21121,SET/10 RED SPOTTY PARTY CANDLES,1.342015065913371,0.0,2.57,9138,10822.98,515,1.21,1.41,1.6,1.41,-4.8, Competitive — Monitor
21535,RETRO SPOT SMALL MILK JUG,2.877957244655582,0.0,5.17,4071,10757.09,805,2.52,2.72,3.33,2.86,0.6, Competitive — Monitor
84050,PINK HEART SHAPE EGG FRYING PAN,2.144,1.25,4.3,7242,10596.289999999999,492,1.84,1.98,2.49,2.1,2.1, Competitive — Monitor
22835,HOT WATER BOTTLE I AM SO POORLY,5.2451084337349405,4.25,11.02,2078,10539.77,406,4.93,5.2,5.68,5.27,-0.5, Competitive — Monitor
21484,CHICK GREY HOT WATER BOTTLE,4.056686046511628,2.95,8.47,2919,10525.880000000001,506,3.81,3.89,4.53,4.08,-0.6, Competitive — Monitor
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,8.999310344827586,6.95,17.35,1339,10492.140000000001,310,8.22,8.35,10.28,8.95,0.6, Competitive — Monitor
22607,WOODEN ROUNDERS GARDEN SET ,9.279270072992702,0.0,16.98,1162,10471.28,403,8.2,9.61,10.81,9.54,-2.7, Competitive — Monitor
21174,POTTERING IN THE SHED METAL SIGN,2.375181102362205,1.4,4.3,5630,10442.699999999999,623,2.1,2.23,2.53,2.29,3.7, Competitive — Monitor
21035,SET/2 RED SPOTTY TEA TOWELS ,3.6789842381786344,2.55,6.04,3481,10417.87,561,3.39,3.74,4.39,3.84,-4.2, Competitive — Monitor
22113,GREY HEART HOT WATER BOTTLE,3.9387376725838266,0.0,8.47,2727,10349.94,486,3.7,3.8,4.66,4.05,-2.7, Competitive — Monitor
22659,LUNCHBOX I LOVE LONDON,2.34783908045977,1.65,4.95,5327,10348.77,421,2.2,2.23,2.56,2.33,0.8, Competitive — Monitor
21844,RETRO SPOT MUG,3.304821917808219,2.55,6.04,3567,10303.43,362,3.07,3.24,3.88,3.4,-2.8, Competitive — Monitor
22569,FELTCRAFT CUSHION BUTTERFLY,4.161761133603239,1.47,8.95,2815,10279.380000000001,480,3.8,4.36,4.69,4.28,-2.8, Competitive — Monitor
22952,72 CAKE CASES VINTAGE CHRISTMAS,0.6697381342062194,0.0,2.13,17467,10186.91,580,0.57,0.66,0.75,0.66,1.5, Competitive — Monitor
22084,PAPER CHAIN KIT EMPIRE,3.312962025316456,2.0,6.77,3620,10178.91,391,2.87,3.45,3.63,3.32,-0.2, Competitive — Monitor
20749,ASSORTED COLOUR MINI CASES,8.093509615384615,6.09,17.35,1381,10154.19,410,7.61,7.61,9.2,8.14,-0.6, Competitive — Monitor
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,9.437738853503184,0.0,17.35,1423,10151.1,312,8.59,9.85,10.94,9.79,-3.6, Competitive — Monitor
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,2.9880351906158356,0.0,5.17,4051,10117.65,668,2.54,2.86,3.32,2.91,2.7, Competitive — Monitor
21533,RETRO SPOT LARGE MILK JUG,5.45561403508772,0.0,11.95,2023,10049.400000000001,651,4.69,5.61,6.24,5.51,-1.0, Competitive — Monitor
22502,mailout,5.769625984251969,0.0,8.47,2084,10032.880000000001,499,5.29,5.83,6.66,5.93,-2.7, Competitive — Monitor
22606,WOODEN SKITTLES GARDEN SET,16.229277108433735,10.66,34.0,739,10026.73,243,13.8,17.34,18.77,16.64,-2.5, Competitive — Monitor
22557,PLASTERS IN TIN VINTAGE PAISLEY ,1.7631753554502367,1.45,4.21,5846,9969.72,601,1.53,1.73,1.87,1.71,3.1, Competitive — Monitor
22467,GUMBALL COAT RACK,2.734586614173228,0.0,5.06,2443,9920.58,484,2.47,2.54,3.22,2.74,-0.2, Competitive — Monitor
22236,CAKE STAND 3 TIER MAGIC GARDEN,13.353856382978725,0.0,26.04,709,9885.519999999999,375,12.27,12.33,14.94,13.18,1.3, Competitive — Monitor
22699,ROSES REGENCY TEACUP AND SAUCER ,3.519277108433735,2.4,6.95,3401,9874.07,405,3.22,3.7,3.83,3.58,-1.7, Competitive — Monitor
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,1.1871388101983003,0.0,11.36,12006,9818.9,348,1.04,1.19,1.29,1.17,1.5, Competitive — Monitor
22625,RED KITCHEN SCALES,9.720022172949003,0.0,16.98,1106,9802.18,445,8.95,10.15,10.91,10.0,-2.8, Competitive — Monitor
79323P,PINK CHERRY LIGHTS,7.029342857142857,0.0,13.87,1374,9793.58,349,6.14,6.73,8.32,7.06,-0.4, Competitive — Monitor
22554,PLASTERS IN TIN WOODLAND ANIMALS,1.817362637362637,0.0,4.21,5845,9789.289999999999,608,1.6,1.77,2.01,1.79,1.5, Competitive — Monitor
22561,WOODEN SCHOOL COLOURING SET,1.7078740157480312,0.0,4.21,5745,9775.769999999999,495,1.58,1.58,1.99,1.72,-0.7, Competitive — Monitor
22147,FELTCRAFT BUTTERFLY HEARTS,1.6153866666666665,1.18,4.21,6918,9759.46,695,1.48,1.73,1.72,1.64,-1.5, Competitive — Monitor
22365,DOORMAT RESPECTABLE HOUSE,8.256129032258064,0.0,14.43,1567,9749.9,278,7.72,8.48,9.26,8.49,-2.8, Competitive — Monitor
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,3.866145251396648,0.0,7.78,2390,9721.94,351,3.54,4.13,4.63,4.1,-5.7, Competitive — Monitor
22570,FELTCRAFT CUSHION RABBIT,4.311257995735608,3.39,8.95,2527,9720.34,465,3.91,4.15,5.03,4.36,-1.1, Competitive — Monitor
21488,RED WHITE SCARF  HOT WATER BOTTLE,4.504565217391304,0.0,8.65,2337,9719.810000000001,358,3.87,4.58,4.87,4.44,1.5, Competitive — Monitor
22295,HEART FILIGREE DOVE LARGE,1.7786497064579256,0.0,3.95,5873,9703.779999999999,478,1.58,1.83,2.0,1.8,-1.2, Competitive — Monitor
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",1.0697048808172531,0.0,2.51,10206,9602.94,874,0.94,1.04,1.16,1.05,1.9, Competitive — Monitor
21136,PAINTED METAL PEARS ASSORTED,2.171611253196931,1.45,26.04,5727,9594.41,385,1.9,2.29,2.41,2.2,-1.3, Competitive — Monitor
22633,HAND WARMER UNION JACK,2.2099808429118775,1.85,4.21,4659,9522.61,472,2.09,2.37,2.58,2.35,-6.0, Competitive — Monitor
22617,BAKING SET SPACEBOY DESIGN,5.106455696202532,3.62,12.95,1965,9407.49,546,4.54,5.42,5.95,5.3,-3.7, Competitive — Monitor
22555,PLASTERS IN TIN STRONGMAN,1.7618421052631577,1.45,4.21,5863,9383.339999999998,480,1.65,1.83,1.91,1.8,-2.1, Competitive — Monitor
22635,CHILDS BREAKFAST SET DOLLY GIRL ,10.247009063444109,8.5,24.95,971,9325.109999999999,327,9.36,9.88,12.18,10.47,-2.1, Competitive — Monitor
21624,VINTAGE UNION JACK DOORSTOP,6.5825078369905965,4.95,12.13,1547,9281.99,316,6.12,6.35,7.5,6.66,-1.2, Competitive — Monitor
21975,PACK OF 60 DINOSAUR CAKE CASES,0.6336510067114095,0.4,1.3,19187,9237.64,716,0.57,0.68,0.7,0.65,-2.5, Competitive — Monitor
20747,PICCADILLY TEA SET,14.879322033898305,0.0,30.39,845,9184.47,117,13.51,13.71,16.74,14.65,1.6, Competitive — Monitor
21877,HOME SWEET HOME MUG,1.449107551487414,0.0,3.95,8545,9141.19,430,1.3,1.5,1.65,1.48,-2.1, Competitive — Monitor
22499,WOODEN UNION JACK BUNTING,6.40622691292876,0.0,13.57,1409,9100.54,376,5.57,6.62,7.26,6.48,-1.1, Competitive — Monitor
22169,FAMILY ALBUM WHITE PICTURE FRAME,9.316857923497269,0.0,17.35,1050,9093.74,364,8.59,9.5,10.46,9.52,-2.1, Competitive — Monitor
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",6.301534653465347,0.0,11.26,1802,9087.77,397,5.53,6.8,7.09,6.47,-2.6, Competitive — Monitor
21777,RECIPE BOX WITH METAL HEART,8.984909090909092,0.0,17.35,1084,9027.81,379,7.66,8.71,9.67,8.68,3.5, Competitive — Monitor
21122,SET/10 PINK SPOTTY PARTY CANDLES,1.3152525252525251,1.06,2.57,7386,8929.02,475,1.2,1.28,1.54,1.34,-1.8, Competitive — Monitor
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1.4078306878306877,0.0,2.57,7511,8918.27,353,1.22,1.31,1.59,1.37,2.8, Competitive — Monitor
21098,CHRISTMAS TOILET ROLL,1.5761390887290168,0.0,3.36,4959,8914.72,391,1.49,1.56,1.69,1.58,-0.2, Competitive — Monitor
17003,BROCADE RING PURSE ,0.239327731092437,0.0,0.43,47647,8879.82,234,0.23,0.23,0.28,0.25,-4.3, Competitive — Monitor
21539,RETRO SPOTS BUTTER DISH,5.79682745825603,0.0,10.39,1768,8869.48,521,5.46,5.65,6.9,6.0,-3.4, Competitive — Monitor
21704,BAG 250g SWIRLY MARBLES,0.967456647398844,0.72,1.7,11463,8800.109999999999,337,0.86,1.02,1.15,1.01,-4.2, Competitive — Monitor
84839,SWEETHEART KEY CABINET,7.154521531100479,0.0,13.0,1486,8775.25,404,6.09,7.65,7.91,7.22,-0.9, Competitive — Monitor
21390,FILIGRIS HEART WITH BUTTERFLY,1.449139240506329,1.06,2.95,7047,8721.09,381,1.37,1.38,1.55,1.43,1.3, Competitive — Monitor
22424,ENAMEL BREAD BIN CREAM,14.459774919614148,0.0,25.49,668,8694.28,309,12.91,14.16,16.31,14.46,-0.0, Competitive — Monitor
22636,CHILDS BREAKFAST SET CIRCUS PARADE,8.7036,6.68,20.15,1049,8641.67,315,8.24,9.3,9.29,8.94,-2.6, Competitive — Monitor
22941,CHRISTMAS LIGHTS 10 REINDEER,9.400645161290322,7.65,19.95,1013,8634.35,215,8.9,8.74,11.19,9.61,-2.2, Competitive — Monitor
21889,WOODEN BOX OF DOMINOES,1.5352253756260434,1.06,3.36,6700,8612.78,584,1.44,1.44,1.65,1.51,1.7, Competitive — Monitor
22413,METAL SIGN TAKE IT OR LEAVE IT ,3.27052,0.0,5.91,3120,8578.0,489,2.88,3.09,3.56,3.18,2.8, Competitive — Monitor
22634,CHILDS BREAKFAST SET SPACEBOY ,10.013738601823707,8.5,24.95,905,8577.55,323,8.9,10.17,11.13,10.07,-0.6, Competitive — Monitor
22652,TRAVEL SEWING KIT,1.8269377990430622,0.0,4.21,5027,8577.31,397,1.71,1.72,2.02,1.82,0.4, Competitive — Monitor
22697,GREEN REGENCY TEACUP AND SAUCER,3.6154679802955667,0.0,6.95,2764,8571.27,398,3.19,3.89,4.23,3.77,-4.1, Competitive — Monitor
21906,PHARMACIE FIRST AID TIN,7.672783882783883,5.95,13.57,1215,8557.99,268,6.65,7.61,8.58,7.61,0.8, Competitive — Monitor
22367,CHILDS APRON SPACEBOY DESIGN,2.1114641744548286,0.0,5.06,4401,8542.58,633,1.91,2.11,2.27,2.1,0.5, Competitive — Monitor
22560,TRADITIONAL MODELLING CLAY,1.3262626262626265,1.06,2.95,6884,8520.59,378,1.25,1.27,1.45,1.32,0.5, Competitive — Monitor
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2.009764397905759,0.0,3.43,5290,8519.199999999999,371,1.85,2.0,2.26,2.04,-1.5, Competitive — Monitor
22130,PARTY CONE CHRISTMAS DECORATION ,1.8529329608938547,0.0,8.65,6713,8489.539999999999,344,1.68,1.9,1.99,1.86,-0.4, Competitive — Monitor
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,7.106069364161849,0.0,13.87,1247,8467.81,342,6.11,7.39,8.11,7.2,-1.3, Competitive — Monitor
22568,FELTCRAFT CUSHION OWL,4.159090909090909,3.39,7.62,2258,8431.86,448,3.79,4.33,4.72,4.28,-2.8, Competitive — Monitor
47567B,TEA TIME KITCHEN APRON,6.096443514644351,0.0,12.72,1537,8400.49,231,5.79,6.17,7.05,6.34,-3.8, Competitive — Monitor
22271,FELTCRAFT DOLL ROSIE,3.2068560606060608,0.0,6.04,2932,8380.550000000001,507,2.77,3.41,3.82,3.33,-3.7, Competitive — Monitor
21165,BEWARE OF THE CAT METAL SIGN ,2.112821428571429,0.0,4.3,5100,8358.41,545,1.91,2.22,2.51,2.21,-4.4, Competitive — Monitor
21429,RED GINGHAM ROSE JEWELLERY BOX,2.0166537467700256,0.0,3.43,4751,8340.83,752,1.89,2.1,2.4,2.13,-5.3, Competitive — Monitor
21094,SET/6 RED SPOTTY PAPER PLATES,0.9839166666666667,0.64,2.51,10641,8295.47,478,0.91,0.91,1.07,0.96,2.5, Competitive — Monitor
22946,WOODEN ADVENT CALENDAR CREAM,19.07516129032258,12.75,34.0,529,8285.5,154,17.54,17.57,20.41,18.51,3.1, Competitive — Monitor
21982,PACK OF 12 SUKI TISSUES ,0.4287185929648241,0.0,1.0,24584,8274.77,387,0.39,0.41,0.47,0.42,2.1, Competitive — Monitor
22273,FELTCRAFT DOLL MOLLY,3.323571428571429,0.0,6.04,2843,8270.43,499,2.94,3.41,3.94,3.43,-3.1, Competitive — Monitor
84880,WHITE WIRE EGG HOLDER,6.45423076923077,4.95,12.13,1489,8256.57,308,5.68,6.36,7.72,6.59,-2.1, Competitive — Monitor
22487,WHITE WOOD GARDEN PLANT LADDER,10.525396825396824,0.0,20.38,802,8237.32,500,9.8,10.36,12.41,10.86,-3.1, Competitive — Monitor
22654,DELUXE SEWING KIT ,6.958190476190476,4.95,13.95,1256,8154.67,307,6.48,7.39,7.42,7.1,-2.0, Competitive — Monitor
22940,FELTCRAFT CHRISTMAS FAIRY,4.541823899371069,3.75,9.95,1731,8089.29,307,4.25,4.83,5.41,4.83,-6.0, Competitive — Monitor
22064,PINK DOUGHNUT TRINKET POT ,2.1161023622047246,1.45,3.43,4875,8070.259999999999,489,1.99,2.25,2.36,2.2,-3.8, Competitive — Monitor
21260,FIRST AID TIN,3.8738790931989926,2.75,6.91,2412,8041.45,386,3.49,3.76,4.07,3.77,2.8, Competitive — Monitor
20723,STRAWBERRY CHARLOTTE BAG,1.067703281027104,0.64,2.51,8575,8030.15,689,0.96,1.1,1.19,1.08,-1.1, Competitive — Monitor
85067,CREAM SWEETHEART WALL CABINET,20.10074074074074,0.0,39.09,480,8018.49,186,18.69,19.37,21.24,19.77,1.7, Competitive — Monitor
22666,RECIPE BOX PANTRY YELLOW DESIGN,3.400047619047619,0.0,6.95,2590,8013.950000000001,610,3.11,3.23,3.85,3.4,0.0, Competitive — Monitor
22041,"RECORD FRAME 7"" SINGLE SIZE ",3.3033333333333332,2.1,5.17,3483,8006.700000000001,212,3.04,3.14,3.64,3.27,1.0, Competitive — Monitor
21868,POTTING SHED TEA MUG,1.5527619047619048,0.8,3.43,6654,7995.49,618,1.44,1.51,1.74,1.56,-0.5, Competitive — Monitor
48189,DOOR MAT FRIENDSHIP ,8.46467680608365,0.0,16.98,1289,7975.400000000001,262,7.95,8.37,9.67,8.66,-2.3, Competitive — Monitor
22082,RIBBON REEL STRIPES DESIGN ,1.835405844155844,0.0,4.21,4784,7948.49,581,1.62,1.93,2.17,1.91,-3.9, Competitive — Monitor
20828,GLITTER BUTTERFLY CLIPS,2.7892481203007513,2.1,5.17,3321,7939.53,383,2.48,2.62,3.21,2.77,0.7, Competitive — Monitor
47570B,TEA TIME TABLE CLOTH,11.829452736318409,8.45,21.7,792,7937.64,197,10.17,12.27,13.19,11.88,-0.4, Competitive — Monitor
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3.6130811808118084,0.0,6.04,2630,7890.05,535,3.28,3.63,4.24,3.72,-2.9, Competitive — Monitor
22468,BABUSHKA LIGHTS STRING OF 10,7.628586572438162,4.95,13.57,1206,7887.360000000001,282,6.51,7.37,9.05,7.64,-0.1, Competitive — Monitor
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,8.823231707317072,0.0,17.35,912,7866.83,319,7.91,8.81,9.42,8.71,1.3, Competitive — Monitor
22207,FRYING PAN UNION FLAG,5.16848275862069,3.75,8.65,1843,7844.07,289,4.67,5.0,5.84,5.17,-0.0, Competitive — Monitor
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.045714285714286,0.0,26.04,764,7831.29,151,10.58,12.23,13.16,11.99,0.5, Competitive — Monitor
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3.5205835543766577,2.1,5.17,2843,7795.12,371,3.2,3.48,3.72,3.47,1.5, Competitive — Monitor
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,3.156872427983539,0.0,5.95,2965,7726.639999999999,476,2.69,2.99,3.63,3.1,1.8, Competitive — Monitor
21914,BLUE HARMONICA IN BOX ,1.4712128712871286,0.0,6.04,5267,7719.54,398,1.26,1.38,1.74,1.46,0.8, Competitive — Monitor
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.4967612293144208,0.0,3.36,6105,7710.16,415,1.4,1.51,1.61,1.51,-0.9, Competitive — Monitor
37370,RETRO COFFEE MUGS ASSORTED,5.426397058823529,1.06,16.48,4895,7690.43,389,4.81,5.78,6.36,5.65,-4.0, Competitive — Monitor
22179,SET 10 LIGHTS NIGHT OWL,7.931661129568106,5.95,13.87,1120,7681.900000000001,300,6.84,7.73,9.34,7.97,-0.5, Competitive — Monitor
22150, 3 STRIPEY MICE FELTCRAFT,2.1362759924385633,1.33,5.06,4186,7672.66,504,1.93,2.22,2.54,2.23,-4.2, Competitive — Monitor
21769,VINTAGE POST OFFICE CABINET,77.80538461538461,52.77,79.95,119,7635.07,52,72.13,79.78,84.79,78.9,-1.4, Competitive — Monitor
21912,VINTAGE SNAKES & LADDERS,4.456753246753247,0.0,7.78,1935,7620.79,455,3.88,4.76,5.28,4.64,-3.9, Competitive — Monitor
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.9545648312611011,0.0,1.95,8508,7589.969999999999,538,0.87,1.0,1.05,0.97,-1.6, Competitive — Monitor
22528,GARDENERS KNEELING PAD,1.4717975567190227,0.0,3.36,5816,7574.66,565,1.26,1.49,1.67,1.47,0.1, Competitive — Monitor
22464,HANGING METAL HEART LANTERN,1.8728512396694212,0.0,3.95,4463,7565.799999999999,461,1.6,1.92,1.98,1.83,2.3, Competitive — Monitor
22812,PACK 3 BOXES CHRISTMAS PANNETONE,2.4011692307692307,1.65,5.06,3305,7520.33,313,2.17,2.55,2.54,2.42,-0.8, Competitive — Monitor
22485,SET OF 2 WOODEN MARKET CRATES,14.46296803652968,10.95,25.49,576,7500.24,218,13.08,14.23,16.75,14.69,-1.5, Competitive — Monitor
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1.5829425837320574,1.06,3.36,5881,7496.31,411,1.45,1.54,1.77,1.59,-0.4, Competitive — Monitor
21257,VICTORIAN SEWING BOX MEDIUM,9.827491749174918,6.6,16.48,892,7479.46,299,9.07,9.06,10.7,9.61,2.3, Competitive — Monitor
22649,STRAWBERRY FAIRY CAKE TEAPOT,5.541402985074627,0.0,11.02,1513,7466.9400000000005,320,5.25,5.83,5.98,5.69,-2.6, Competitive — Monitor
22380,TOY TIDY SPACEBOY  ,2.31349765258216,0.0,5.06,3675,7461.06,417,2.09,2.42,2.66,2.39,-3.2, Competitive — Monitor
20754,RETRO RED SPOTTY WASHING UP GLOVES,2.4843275862068968,1.6,4.3,3669,7453.59,576,2.19,2.33,2.61,2.38,4.4, Competitive — Monitor
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1.7274645390070922,0.0,4.21,5066,7423.54,542,1.61,1.75,2.02,1.79,-3.5, Competitive — Monitor
21737,SET 3 WICKER LOG BASKETS,19.75005988023952,0.0,42.51,397,7402.5599999999995,165,17.32,19.64,20.97,19.31,2.3, Competitive — Monitor
22088,PAPER BUNTING COLOURED LACE,3.4705808080808085,2.0,6.77,2497,7399.4400000000005,389,3.1,3.26,3.74,3.37,3.0, Competitive — Monitor
21259,VICTORIAN SEWING BOX SMALL ,6.863975609756098,4.95,13.0,1218,7393.68,403,5.89,7.39,7.6,6.96,-1.4, Competitive — Monitor
21124,SET/10 BLUE SPOTTY PARTY CANDLES,1.299294403892944,1.06,2.57,6078,7386.0,396,1.11,1.24,1.46,1.27,2.3, Competitive — Monitor
21781,MA CAMPAGNE CUTLERY BOX,16.300924657534246,12.75,30.39,478,7355.7699999999995,279,15.42,15.17,17.98,16.19,0.7, Competitive — Monitor
22301,COFFEE MUG CAT + BIRD DESIGN,3.1486498855835237,0.0,5.17,2674,7355.08,429,2.94,3.2,3.46,3.2,-1.6, Competitive — Monitor
84987,SET OF 36 TEATIME PAPER DOILIES,1.6950604838709677,1.25,3.83,5046,7346.679999999999,490,1.56,1.76,2.02,1.78,-4.8, Competitive — Monitor
85064,CREAM SWEETHEART LETTER RACK,6.066185185185185,0.0,11.26,1485,7339.860000000001,268,5.4,5.61,6.95,5.99,1.3, Competitive — Monitor
22121,NOEL WOODEN BLOCK LETTERS ,6.572215743440233,0.0,12.13,1179,7328.9800000000005,329,5.7,6.74,6.92,6.45,1.9, Competitive — Monitor
47556B,TEA TIME TEA TOWELS ,3.185504385964913,0.0,6.04,2365,7246.370000000001,452,2.76,3.2,3.55,3.17,0.5, Competitive — Monitor
85065,CREAM SWEETHEART TRAYS,13.252518248175182,0.0,26.04,591,7210.39,270,11.6,12.41,15.65,13.22,0.2, Competitive — Monitor
22727,ALARM CLOCK BAKELIKE RED ,4.269556135770235,3.39,8.95,1759,7190.24,361,3.86,4.05,4.68,4.2,1.7, Competitive — Monitor
21888,BINGO SET,4.513154639175258,0.0,7.78,1812,7182.05,480,4.16,4.56,4.8,4.51,0.1, Competitive — Monitor
22073,RETRO SPOT STORAGE JAR,4.4435421166306694,0.0,7.78,1811,7176.71,439,4.07,4.3,5.17,4.51,-1.5, Competitive — Monitor
22623,BOX OF VINTAGE JIGSAW BLOCKS ,5.306242424242424,4.25,12.95,1355,7169.320000000001,326,4.66,5.68,6.05,5.46,-2.8, Competitive — Monitor
22759,SET OF 3 NOTEBOOKS IN PARCEL,1.8989448441247003,0.0,3.95,4094,7158.499999999999,401,1.8,2.0,2.16,1.99,-4.6, Competitive — Monitor
22357,KINGS CHOICE BISCUIT TIN,4.959639344262295,0.0,8.47,1597,7153.53,303,4.58,5.34,5.25,5.06,-2.0, Competitive — Monitor
21155,RED SPOTTY PEG BAG,2.525864077669903,0.0,4.3,3471,7139.620000000001,509,2.29,2.43,2.71,2.48,1.8, Competitive — Monitor
22584,PACK OF 6 PANNETONE GIFT BOXES,2.754306220095694,2.1,5.95,2776,7136.58,407,2.51,2.96,3.15,2.87,-4.0, Competitive — Monitor
22109,FULL ENGLISH BREAKFAST PLATE,4.819742268041237,0.0,7.78,1750,7130.91,381,4.3,4.77,5.21,4.76,1.3, Competitive — Monitor
21871,SAVE THE PLANET MUG,1.6403138075313808,0.0,3.95,6053,7122.2,467,1.43,1.6,1.85,1.63,0.6, Competitive — Monitor
20975,12 PENCILS SMALL TUBE RED SPOTTY,0.7425162337662339,0.0,1.3,10730,7098.610000000001,585,0.66,0.69,0.84,0.73,1.7, Competitive — Monitor
15056P,EDWARDIAN PARASOL PINK,6.078483412322274,0.0,13.0,1473,7097.650000000001,209,5.63,5.64,6.64,5.97,1.8, Competitive — Monitor
21937,STRAWBERRY   PICNIC BAG,3.7112268518518516,2.55,6.04,2373,7094.81,422,3.16,3.83,4.42,3.8,-2.3, Competitive — Monitor
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",1.8711418685121106,0.0,3.43,4549,7083.919999999999,276,1.61,1.86,2.2,1.89,-1.0, Competitive — Monitor
21169,YOU'RE CONFUSING ME METAL SIGN ,1.9601098901098901,0.0,4.3,4448,7080.71,353,1.68,1.87,2.27,1.94,1.0, Competitive — Monitor
22694,WICKER STAR ,2.292923076923077,1.85,5.06,3162,7077.18,500,1.96,2.33,2.43,2.24,2.4, Competitive — Monitor
22348,TEA BAG PLATE RED SPOTTY ,1.0617214397496086,0.0,1.95,8382,7055.339999999999,628,0.99,1.02,1.13,1.05,1.1, Competitive — Monitor
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2.3632934131736527,1.69,4.3,3599,7043.6900000000005,325,2.18,2.39,2.66,2.41,-1.9, Competitive — Monitor
35961,FOLKART ZINC HEART CHRISTMAS DEC,1.1538516746411482,0.72,1.7,8564,7027.469999999999,409,1.04,1.13,1.24,1.14,1.2, Competitive — Monitor
